EIN,FisYr,NAME,STATE,zip5,SUBSECCD,hospfclt_cnt,hrow,fclt_num,fclty_name,fclty_zip,type_of_fclty,chna_cndct,chna_descr,nds_assmnt_cndct,tk_into_acct,oth_fclt,chna_wdly_avlbl,chna_public,nds_addrssd,all_nds_addrssd,org_incr_exc_tx,fil_4720_rprt_exc_tx,exc_rprt_4720_all_amt,elgbl_crtr_explnd,uss_fpg_fr,fpg_fr_pct,uss_fpg_dscntd,fpg_dscnt_pct,explns_bss,bss_for_amts,explns_applctn_mthd,inclds_pblcty_msrs,how_msrs_pblczd,actns_nnpymnt,nnpymnt_actn_mthds,coll_acty,coll_acty_mthds,pre_coll_acty,nndscrm_emrgncy_cr_plcy,rsn_no_nndscrm_plcy,max_amt_dtrmnd,amt_gnrlly_blld,gr_chrg
"591113901","2012","University Community Hospital Inc","FL","33613","03","3","3","3","FL Hosp at Connerton LTAC Hospital","34637","12","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","1234567","Y","Y","67","Y","","Y","","","Y","","","Y","Y"
"591479658","2012","Adventist Health SystemSunbelt Inc","FL","32714","03","13","1","1","Florida Hospital Orlando","32803","123467","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","4","Y","Y"
"591479658","2012","Adventist Health SystemSunbelt Inc","FL","32714","03","13","2","2","Florida Hospital Celebration Health","34747","1247","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","4","Y","Y"
"591479658","2012","Adventist Health SystemSunbelt Inc","FL","32714","03","13","3","3","Florida Hospital Altamonte","32701","1247","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","4","Y","Y"
"591479658","2012","Adventist Health SystemSunbelt Inc","FL","32714","03","13","4","4","Florida Hospital East Orlando","32822","1247","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","4","Y","Y"
"591479658","2012","Adventist Health SystemSunbelt Inc","FL","32714","03","13","5","5","Winter Park Memorial Hospital","32822","1247","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","4","Y","Y"
"591479658","2012","Adventist Health SystemSunbelt Inc","FL","32714","03","13","6","6","Adventist La Grange Memorial Hospital","60525","12467","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","4","Y","Y"
"591479658","2012","Adventist Health SystemSunbelt Inc","FL","32714","03","13","7","7","FH Heartland Medical Center","33872","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","4","Y","Y"
"591479658","2012","Adventist Health SystemSunbelt Inc","FL","32714","03","13","8","8","Florida Hospital Kissimmee","34741","1247","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","4","Y","Y"
"591479658","2012","Adventist Health SystemSunbelt Inc","FL","32714","03","13","9","9","Central Texas Medical Center","78666","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","4","Y","Y"
"591479658","2012","Adventist Health SystemSunbelt Inc","FL","32714","03","13","10","10","Florida Hospital Apopka","32703","1247","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","4","Y","Y"
"591479658","2012","Adventist Health SystemSunbelt Inc","FL","32714","03","13","11","11","FH Heartland Medical Center Lake Placid","33852","1279","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","4","Y","Y"
"591479658","2012","Adventist Health SystemSunbelt Inc","FL","32714","03","13","12","12","Florida Hospital Wauchula","33873","12579","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","4","Y","Y"
"591479658","2012","Adventist Health SystemSunbelt Inc","FL","32714","03","13","13","13","Huguley Memorial Medical Center","76115","1279","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","","Y","","Y","","Y","Y","","Y","","Y","","","Y","","4","Y","Y"
"753052953","2012","BJC HEALTH SYSTEM GROUP RETURN","MO","63108","03","13","1","1","BARNES-JEWISH HOSPITAL NORTHSOUTH","63110","1247","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","12568","Y","Y","1234567","Y","","Y","","1234","Y","","3","Y","Y"
"753052953","2012","BJC HEALTH SYSTEM GROUP RETURN","MO","63108","03","13","2","2","MISSOURI BAPTIST MEDICAL CENTER","63131","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","12568","Y","Y","1234567","Y","","Y","","1234","Y","","3","Y","Y"
"753052953","2012","BJC HEALTH SYSTEM GROUP RETURN","MO","63108","03","13","3","3","CHRISTIAN HOSPITAL NE-NW","63136","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","12568","Y","Y","1234567","Y","","Y","","1234","Y","","3","Y","Y"
"753052953","2012","BJC HEALTH SYSTEM GROUP RETURN","MO","63108","03","13","4","4","BOONE HOSPITAL CENTER","65201","1279","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","12568","Y","Y","1234567","Y","","Y","","1234","Y","","3","Y","Y"
"753052953","2012","BJC HEALTH SYSTEM GROUP RETURN","MO","63108","03","13","5","5","ST LOUIS CHILDREN'S HOSPITAL","63110","12347","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","12568","Y","Y","1234567","Y","","Y","","1234","Y","","3","Y","Y"
"753052953","2012","BJC HEALTH SYSTEM GROUP RETURN","MO","63108","03","13","6","6","ALTON MEMORIAL HOSPITAL","62002","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","12568","Y","Y","1234567","Y","","Y","","1234","Y","","3","Y","Y"
"753052953","2012","BJC HEALTH SYSTEM GROUP RETURN","MO","63108","03","13","7","7","PARKLAND HEALTH CENTER-FARMINGTON","63640","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","12568","Y","Y","1234567","Y","","Y","","1234","Y","","3","Y","Y"
"753052953","2012","BJC HEALTH SYSTEM GROUP RETURN","MO","63108","03","13","8","8","BARNES-JEWISH ST PETERS HOSPITAL INC","63376","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","12568","Y","Y","1234567","Y","","Y","","1234","Y","","3","Y","Y"
"753052953","2012","BJC HEALTH SYSTEM GROUP RETURN","MO","63108","03","13","9","9","BARNES-JEWISH WEST COUNTY HOSPITAL","63141","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","12568","Y","Y","1234567","Y","","Y","","1234","Y","","3","Y","Y"
"753052953","2012","BJC HEALTH SYSTEM GROUP RETURN","MO","63108","03","13","10","10","BJCHEALTHSOUTH REHABIL CENTER LLC","63110","19","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","12568","Y","Y","1234567","Y","","Y","","1234","Y","","3","Y","Y"
"753052953","2012","BJC HEALTH SYSTEM GROUP RETURN","MO","63108","03","13","11","11","PROGRESS WEST HEALTHCARE CENTER","63366","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","12568","Y","Y","1234567","Y","","Y","","1234","Y","","3","Y","Y"
"753052953","2012","BJC HEALTH SYSTEM GROUP RETURN","MO","63108","03","13","12","12","MISSOURI BAPTIST HOSPITAL OF SULLIVAN","63080","1257","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","12568","Y","Y","1234567","Y","","Y","","1234","Y","","3","Y","Y"
"753052953","2012","BJC HEALTH SYSTEM GROUP RETURN","MO","63108","03","13","13","13","PARKLAND HEALTH CENTER-BONNE TERRE","63628","1257","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","12568","Y","Y","1234567","Y","","Y","","1234","Y","","3","Y","Y"
"150533578","2012","LITTLE FALLS HOSPITAL","NY","13365","03","1","2","1","LITTLE FALLS HOSPITAL","13365","579","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","300","Y","","Y","8","Y","Y","123456","Y","","Y","","1234","Y","","4","Y","Y"
"910568304","2012","GRAYS HARBOR COMMUNITY HOSPITAL","WA","98520","03","1","2","1","GRAYS HARBOR COMMUNITY HOSPITAL","98520","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","100","Y","300","Y","1","Y","Y","234567","Y","","Y","5","1234","Y","","4","Y","Y"
"382602147","2012","CHIPPEWA CNTY WAR MEMORIAL HOSPITAL INC","MI","49783","03","1","2","1","CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","49783","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","250","Y","12345","Y","Y","456","Y","","Y","","","Y","","3","Y","Y"
"941458282","2012","NORTHBAY HEALTHCARE GROUP","CA","94533","03","2","1","1","NORTHBAY MEDICAL CENTER","94533","1279","Y","123456789","10","Y","Y","Y","123","179","N","N","N","0","Y","Y","100","Y","350","Y","1234567","Y","Y","67","Y","12","N","","1234","Y","","3","N","N"
"941458282","2012","NORTHBAY HEALTHCARE GROUP","CA","94533","03","2","2","2","VACAVALLEY HOSPITAL","95687","1279","Y","123456789","10","Y","Y","Y","123","179","N","N","N","0","Y","Y","100","Y","350","Y","1234567","Y","Y","67","Y","12","N","","1234","Y","","3","N","N"
"310929576","2012","KNOX COMMUNITY HOSPITAL","OH","43050","03","1","2","1","KNOX COMMUNITY HOSPITAL","43050","1279","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","134567","Y","Y","123456","Y","","Y","","1234","Y","","2","Y","Y"
"381359180","2012","ALLEGAN GENERAL HOSPITAL","MI","49010","03","1","2","1","ALLEGAN GENERAL HOSPITAL","49010","1257","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","150","Y","200","Y","123456","Y","Y","2345","Y","1","Y","1","","Y","","3","Y","Y"
"160743094","2012","NIAGARA FALLS MEMORIAL MEDICAL CENTER","NY","14302","03","1","2","1","NIAGARA FALLS MEMORIAL MEDICAL CENTER","14302","1247","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","300","Y","300","Y","1","Y","Y","6","Y","1","Y","","1","Y","","4","Y","Y"
"160743921","2012","BERTRAND CHAFFEE HOSPITAL","NY","14141","03","1","2","1","BERTRAND CHAFFEE HOSPITAL","14141","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","300","Y","15","Y","Y","5","Y","1","Y","1","1234","Y","","1","Y","Y"
"340827442","2012","Parma Community General Hospital","OH","44129","03","1","2","1","Parma Community General Hospital","44129","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","400","Y","1234567","Y","Y","126","Y","","Y","","1234","Y","","34","Y","Y"
"371119538","2012","The Carle Foundation Hospital","IL","61801","03","1","2","1","THE CARLE FOUNDATION HOSPITAL","61801","12467","Y","12345678","10","Y","Y","Y","12","12345678","Y","N","N","0","Y","Y","200","Y","400","Y","123567","Y","Y","123456","Y","","Y","","1234","Y","","4","Y","Y"
"951644036","2012","PASADENA HOSPITAL ASSOCIATION LTD","CA","91105","03","1","2","1","HUNTINGTON MEMORIAL HOSPITAL","91109","12467","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","350","Y","123457","Y","Y","167","Y","","Y","","1234","Y","","4","Y","Y"
"141348692","2012","St Peter's Hospital","NY","12208","03","1","2","1","St Peter's Hospital","12208","1247","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","400","Y","1278","Y","Y","167","Y","","Y","","1234","Y","","3","Y","Y"
"141338457","2012","Albany Memorial Hospital","NY","12204","03","1","2","1","Albany Memorial Hospital","12204","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","100","Y","300","Y","17","Y","Y","167","Y","","Y","","234","Y","","4","Y","Y"
"141338544","2012","Samaritan Hospital","NY","12180","03","1","2","1","Samaritan Hospital","12180","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","100","Y","300","Y","17","Y","Y","1","Y","","Y","","234","Y","","4","Y","Y"
"160960470","2012","CROUSE HEALTH HOSPITAL INC","NY","13210","03","1","2","1","Crouse Health Hospital Inc","13210","1247","Y","123456789","","Y","Y","Y","123","1234678","Y","N","N","0","Y","Y","100","Y","300","Y","15","Y","Y","123456","Y","1235","Y","1235","1234","Y","","","Y","Y"
"580566223","2012","St Mary's Health Care System Inc","GA","30606","03","1","2","1","St Mary's Health Care System Inc","30606","1279","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","400","Y","123","Y","Y","1346","Y","","Y","","12345","Y","","4","Y","Y"
"352410801","2012","METHODIST HOSPITAL GROUP","TX","77030","03","4","1","1","Methodist Sugar Land Hospital","77479","127","N","","","N","N","N","","","N","N","N","0","Y","Y","200","Y","400","Y","123","Y","Y","67","Y","","N","","","Y","","4","N","N"
"352410801","2012","METHODIST HOSPITAL GROUP","TX","77030","03","4","2","2","Methodist Willowbrook Hospital","77070","127","N","","","N","N","N","","","N","N","N","0","Y","Y","200","Y","400","Y","123","Y","Y","67","Y","","N","","","Y","","4","N","N"
"352410801","2012","METHODIST HOSPITAL GROUP","TX","77030","03","4","3","3","San Jacinto Methodist Hospital","77521","12479","N","","","N","N","N","","","N","N","N","0","Y","Y","200","Y","400","Y","123","Y","Y","67","Y","","N","","","Y","","4","N","N"
"352410801","2012","METHODIST HOSPITAL GROUP","TX","77030","03","4","4","4","Methodist West Houston Hospital","77094","127","N","","","N","N","N","","","N","N","N","0","Y","Y","200","Y","400","Y","123","Y","Y","67","Y","","N","","","Y","","4","N","N"
"141776186","2012","Seton Health System Inc","NY","12180","03","1","2","1","Seton Health System Inc","12180","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","300","Y","15","Y","Y","123456","Y","","Y","","1234","Y","","1","Y","Y"
"582171011","2012","EMORY-ADVENTIST INC","GA","30080","03","1","2","1","EMORY ADVENTIST HOSPITAL","30080","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","1234567","Y","Y","67","Y","","Y","","","Y","","4","Y","Y"
"480637331","2012","SHAWNEE MISSION MEDICAL CENTER INC","KS","66204","03","1","2","1","SHAWNEE MISSION MEDICAL CENTER","66204","1247","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","1234567","Y","Y","67","Y","","Y","","","Y","","4","Y","Y"
"431550298","2012","AUDRAIN HEALTH CARE INC","MO","65265","03","1","2","1","AUDRAIN MEDICAL CENTER","65265","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","100","Y","200","Y","12","Y","Y","1346","Y","","Y","","","Y","","4","Y","Y"
"390806395","2012","HOLY FAMILY MEMORIAL INC","WI","54221","03","1","2","1","HOLY FAMILY MEMORIAL INC","54221","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","100","Y","200","Y","12345","Y","Y","67","Y","","Y","","","Y","","4","Y","Y"
"344428598","2012","WAYNE HOSPITAL COMPANY","OH","45331","03","1","2","1","WAYNE HOSPITAL COMPANY","45331","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","100","Y","200","Y","134567","Y","Y","12346","Y","","Y","","","Y","","3","Y","Y"
"580641240","2012","ST FRANCIS HOSPITAL INC","GA","31904","03","1","2","1","ST FRANCIS HOSPITAL INC","31904","1279","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","250","Y","400","Y","12345","Y","Y","1256","Y","","Y","","1234","Y","","4","Y","Y"
"341445390","2012","AULTMAN HEALTH FOUNDATION","OH","44710","03","1","2","1","ACUTE CARE SPECIALTY HOSP OF AULTMAN","44710","19","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","100","Y","","Y","1234567","Y","Y","123456","Y","","Y","","","Y","","4","Y","Y"
"452694620","2012","TEXAS HEALTH HUGULEY INC","TX","76028","03","1","2","1","TEXAS HEALTH HUGULEY HOSPITAL","76028","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","400","Y","1234567","Y","Y","67","Y","","Y","","","Y","","4","Y","Y"
"930415219","2012","SANTIAM MEMORIAL HOSPITAL","OR","97383","03","1","2","1","SANTIAM MEMORIAL HOSPITAL","97383","127","Y","123456789","11","Y","Y","Y","1","","Y","N","N","0","Y","Y","150","Y","250","Y","12346","Y","Y","1246","Y","1","Y","","","Y","","4","Y","Y"
"330738307","2012","GARDENS REGIONAL HOSPITAL & MEDICAL CENTER INC","CA","90716","03","1","2","1","TRI-CITY REGIONAL MEDICAL CENTER","90716","1279","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","350","Y","350","Y","18","Y","Y","13456","Y","123","Y","1","1234","Y","","3","Y","Y"
"351720796","2012","INDIANA UNIVERSITY HEALTH BLOOMINGTON INC","IN","47403","03","1","2","1","Indiana University Health Bloomington","47403","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","200","Y","123","Y","Y","67","Y","","Y","","134","Y","","2","Y","Y"
"221487243","2012","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","NJ","08903","03","1","2","1","ROBERT WOOD JOHNSON UNIVERSITY HOSP","8903","12347","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","300","Y","1278","Y","Y","3456","Y","","Y","","1234","Y","","4","Y","Y"
"141338307","2012","Albany Medical Center Hospital","NY","12208","03","1","2","1","Albany Medical Center Hospital","12208","1234567","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","100","Y","400","Y","128","Y","Y","12346","Y","5","Y","","","Y","","4","Y","Y"
"111631746","2012","BROOKDALE HOSPITAL MEDICAL CENTER","NY","11236","03","1","1","1","BROOKDALE HOSPITAL AND MEDICAL CENTER","11236","1","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","100","Y","300","Y","124567","Y","Y","123456","Y","1","Y","","","Y","","4","Y","Y"
"440545297","2012","ST LUKES HOSPITAL OF KANSAS CITY","MO","64111","03","2","3","1","ST LUKES HOSPITAL OF KANSAS CITY","64111","12467","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","133","Y","400","Y","123","Y","Y","167","Y","","Y","","","Y","","2","Y","Y"
"440545297","2012","ST LUKES HOSPITAL OF KANSAS CITY","MO","64111","03","2","4","2","KANSAS CITY ORTHOPAEDIC INSTITUTELLC","66211","129","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","400","Y","1234567","Y","Y","","Y","","Y","","","Y","1","4","Y","Y"
"550526150","2012","Charleston Area Medical Center Inc","WV","25326","03","3","4","1","CAMC Memorial Hospital","25304","1247","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","200","Y","1256","Y","Y","167","Y","","Y","","","Y","","4","Y","Y"
"550526150","2012","Charleston Area Medical Center Inc","WV","25326","03","3","5","2","CAMC General Hospital","25301","1247","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","200","Y","1256","Y","Y","167","Y","","Y","","","Y","","4","Y","Y"
"550526150","2012","Charleston Area Medical Center Inc","WV","25326","03","3","6","3","CAMC Women and Children's Hospital","25302","12347","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","200","Y","1256","Y","Y","167","Y","","Y","","","Y","","4","Y","Y"
"161137084","2012","EASTERN NIAGARA HOSPITAL INC","NY","14094","03","6","7","1","EASTERN NIAGARA HOSPITAL - LOCKPORT SITE","14094","127","Y","12345678","11","Y","Y","Y","123","123478","Y","N","N","0","Y","Y","100","Y","300","Y","1","Y","Y","13456","Y","","Y","","1234","Y","","4","Y","Y"
"161137084","2012","EASTERN NIAGARA HOSPITAL INC","NY","14094","03","6","8","2","EASTERN NIAGARA HOSPITAL - NEWFANE SITE","14108","127","Y","12345678","11","Y","Y","Y","123","12","Y","N","N","0","Y","Y","100","Y","300","Y","1","Y","Y","13456","Y","","Y","","1234","Y","","4","Y","Y"
"161137084","2012","EASTERN NIAGARA HOSPITAL INC","NY","14094","03","6","9","3","ENH - AMBULATORY CARE CENTER","14094","9","Y","12345678","11","Y","Y","Y","123","12","Y","N","N","0","Y","Y","100","Y","300","Y","1","Y","Y","13456","Y","","Y","","1234","Y","","4","Y","Y"
"161137084","2012","EASTERN NIAGARA HOSPITAL INC","NY","14094","03","6","10","4","ENH - LOCKPORT IMAGING CENTER","14094","9","Y","12345678","11","Y","Y","Y","123","12","Y","N","N","0","Y","Y","100","Y","300","Y","1","Y","Y","13456","Y","","Y","","1234","Y","","4","Y","Y"
"161137084","2012","EASTERN NIAGARA HOSPITAL INC","NY","14094","03","6","11","5","ENH - OUTPATIENT SERVICES","14094","9","Y","12345678","11","Y","Y","Y","123","12","Y","N","N","0","Y","Y","100","Y","300","Y","1","Y","Y","13456","Y","","Y","","1234","Y","","4","Y","Y"
"161137084","2012","EASTERN NIAGARA HOSPITAL INC","NY","14094","03","6","12","6","EASTERN NIAGARA HOSPITAL - MED CLINIC","14094","9","Y","12345678","11","Y","Y","Y","123","12","Y","N","N","0","Y","Y","100","Y","300","Y","1","Y","Y","13456","Y","","Y","","1234","Y","","4","Y","Y"
"910565539","2012","Virginia Mason Medical Center","WA","98101","03","1","2","1","Virginia Mason Medical Center","98101","1247","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","2","Y","3","Y","12357","Y","Y","123456","Y","","Y","","","Y","","4","Y","Y"
"262037695","2012","GRADY MEMORIAL HOSPITAL CORPORATION","GA","30303","03","2","3","1","GRADY MEMORIAL HOSPITAL","30303","12467","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","125","Y","250","Y","156","Y","Y","1456","Y","","Y","","1","Y","","4","Y","Y"
"262037695","2012","GRADY MEMORIAL HOSPITAL CORPORATION","GA","30303","03","2","4","2","HUGHES SPALDING CHILREN'S HOSPITAL","30303","347","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","125","Y","250","Y","1","Y","Y","1346","Y","","Y","","1","Y","","4","Y","Y"
"550752636","2012","CAMC Teays Valley Hospital Inc","WV","25301","03","1","1","11","CAMC Teays Valley Hospital Inc","25301","127","N","","","N","N","N","","","N","N","N","0","Y","Y","200","Y","200","Y","1256","Y","Y","167","Y","","N","","","Y","","4","N","N"
"272305304","2012","SWEDISH EDMONDS","WA","98026","03","1","2","1","Swedish Edmonds","98026","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","400","Y","1234567","Y","Y","123456","Y","","Y","","1234","Y","","4","Y","Y"
"680395149","2012","Adventist Health Clearlake Hospital Inc dba St Helena Hospit","CA","95422","03","1","2","1","Adv Health Clearlake Hospital","95422","1257","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","400","Y","134567","Y","Y","123456","Y","","Y","","","Y","","34","Y","Y"
"750800669","2012","Baptist St Anthony's Hospital Corporation","TX","79106","03","3","1","1","Baptist St Anthony's Hospital","79106","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","1234567","Y","Y","167","Y","","Y","","","Y","","","Y","Y"
"750800669","2012","Baptist St Anthony's Hospital Corporation","TX","79106","03","3","2","2","Physician's Surg Hospital-Panhandle","79106","128","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","1234567","Y","Y","167","Y","","Y","","","Y","","4","Y","Y"
"750800669","2012","Baptist St Anthony's Hospital Corporation","TX","79106","03","3","3","3","Physician's Surg Hospital-Quail Creek","79124","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","1234567","Y","Y","167","Y","","Y","","","Y","4","","Y","Y"
"111631837","2012","Wyckoff Heights Medical Center","NY","11237","03","1","2","1","Wyckoff Heights Medical Center","11237","1247","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","300","Y","300","Y","","Y","Y","13456","Y","","Y","","","Y","","","Y","Y"
"720692834","2012","EAST JEFFERSON GENERAL HOSPITAL","LA","70006","03","4","1","1","EAST JEFFERSON GENERAL HOSPITAL","70006","12457","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","1234567","Y","Y","56","Y","","Y","","","Y","3","","Y","Y"
"720692834","2012","EAST JEFFERSON GENERAL HOSPITAL","LA","70006","03","4","2","2","EAST JEFFERSON PHYSICIANS GROUP LLC","70006","2","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","1234567","Y","Y","56","Y","","Y","","","Y","3","","Y","Y"
"720692834","2012","EAST JEFFERSON GENERAL HOSPITAL","LA","70006","03","4","3","3","EAST JEFFERSON RADIATION ONCOLOGY LLC","70006","29","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","1234567","Y","Y","56","Y","","Y","","","Y","3","","Y","Y"
"720692834","2012","EAST JEFFERSON GENERAL HOSPITAL","LA","70006","03","4","4","4","EAST JEFFERSON AMBULATORY SURG CTR","70006","29","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","400","Y","1234567","Y","Y","56","Y","","Y","","","Y","3","","Y","Y"
"112626155","2012","Interfaith Medical Center Inc","NY","11213","03","1","1","1","Interfaith Medical Center Inc","11213","1247","N","","","N","N","N","","","N","N","N","0","Y","Y","100","Y","300","Y","123456","Y","Y","23456","Y","","N","","","Y","","4","N","N"
"226106281","2012","HACKETTSTOWN COMMUNITY HOSPITAL","NJ","07840","03","1","2","1","HACKETTSTOWN COMMUNITY HOSPITAL","7840","127","Y","","","Y","Y","Y","","","Y","N","N","0","Y","Y","200","Y","300","Y","1234567","Y","Y","346","Y","","Y","","134","Y","","3","Y","Y"
"351330472","2012","FRANCISCAN ALLIANCE INC","IN","46544","03","14","1","1","FRANCISCAN ST FRANCIS HEALTH -","46217","12478","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","300","Y","1235","Y","Y","167","Y","","Y","","","Y","","2","Y","Y"
"351330472","2012","FRANCISCAN ALLIANCE INC","IN","46544","03","14","2","2","FRANCISCAN ST ANTHONY HEALTH -","46307","127","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","300","Y","1235","Y","Y","167","Y","","Y","","","Y","","2","Y","Y"
"351330472","2012","FRANCISCAN ALLIANCE INC","IN","46544","03","14","3","3","FRANCISCAN ST JAMES HEALTH -","60411","1247","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","300","Y","1235","Y","Y","167","Y","","Y","","","Y","","2","Y","Y"
"351330472","2012","FRANCISCAN ALLIANCE INC","IN","46544","03","14","4","4","FRANCISCAN ST MARGARET HEALTH -","46320","1247","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","300","Y","1235","Y","Y","167","Y","","Y","","","Y","","2","Y","Y"
"351330472","2012","FRANCISCAN ALLIANCE INC","IN","46544","03","14","5","5","FRANCISCAN ST MARGARET HEALTH -","46311","1247","Y","","","Y","Y","Y","","","Y","Y","Y","0","Y","Y","200","Y","300","Y","1235","Y","Y","167","Y","","Y","","","Y","","2","Y","Y"
