"Subsidies"
"Industry Specialization Index (Location Quotient)" 
"Bureau of Economic Analysis" 
""
"Fips","Area","IndCode","Industry","2005","2010","2015"
"13000","Georgia","87","Trade","(NM)","(NM)","(NM)"
"13000","Georgia","88","Transportation and utilities","(NM)","(NM)","(NM)"
"13000","Georgia","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"13000","Georgia","90","Private services-providing industries","(NM)","(NM)","(NM)"
"15000","Hawaii","1","All industry total","(NM)","(NM)","(NM)"
"15000","Hawaii","2","  Private industries","(NM)","(NM)","(NM)"
"15000","Hawaii","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"15000","Hawaii","4","      Farms","(NM)","(NM)","(NM)"
"15000","Hawaii","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"15000","Hawaii","6","    Mining","(NM)","(NM)","(NM)"
"15000","Hawaii","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"15000","Hawaii","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"15000","Hawaii","9","      Support activities for mining","(NM)","(NM)","(NM)"
"15000","Hawaii","10","    Utilities","(NM)","(NM)","(NM)"
"15000","Hawaii","11","    Construction","(NM)","(NM)","(NM)"
"15000","Hawaii","12","    Manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"15000","Hawaii","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"15000","Hawaii","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"15000","Hawaii","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"15000","Hawaii","34","    Wholesale trade","(NM)","(NM)","(NM)"
"15000","Hawaii","35","    Retail trade","(NM)","(NM)","(NM)"
"15000","Hawaii","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"15000","Hawaii","37","      Air transportation","(NM)","(NM)","(NM)"
"15000","Hawaii","38","      Rail transportation","(NM)","(NM)","(NM)"
"15000","Hawaii","39","      Water transportation","(NM)","(NM)","(NM)"
"15000","Hawaii","40","      Truck transportation","(NM)","(NM)","(NM)"
"15000","Hawaii","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"15000","Hawaii","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"15000","Hawaii","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"15000","Hawaii","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"15000","Hawaii","45","    Information","(NM)","(NM)","(NM)"
"15000","Hawaii","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"15000","Hawaii","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"15000","Hawaii","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"15000","Hawaii","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"15000","Hawaii","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"15000","Hawaii","51","      Finance and insurance","(NM)","(NM)","(NM)"
"15000","Hawaii","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"15000","Hawaii","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"15000","Hawaii","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"15000","Hawaii","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"15000","Hawaii","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"15000","Hawaii","57","        Real estate","(NM)","(NM)","(NM)"
"15000","Hawaii","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"15000","Hawaii","59","    Professional and business services","(NM)","(NM)","(NM)"
"15000","Hawaii","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"15000","Hawaii","61","        Legal services","(NM)","(NM)","(NM)"
"15000","Hawaii","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"15000","Hawaii","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"15000","Hawaii","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"15000","Hawaii","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"15000","Hawaii","66","        Administrative and support services","(NM)","(NM)","(NM)"
"15000","Hawaii","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"15000","Hawaii","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"15000","Hawaii","69","      Educational services","(NM)","(NM)","(NM)"
"15000","Hawaii","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"15000","Hawaii","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"15000","Hawaii","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"15000","Hawaii","73","        Social assistance","(NM)","(NM)","(NM)"
"15000","Hawaii","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"15000","Hawaii","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"15000","Hawaii","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"15000","Hawaii","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"15000","Hawaii","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"15000","Hawaii","79","        Accommodation","(NM)","(NM)","(NM)"
"15000","Hawaii","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"15000","Hawaii","81","    Other services, except government","(NM)","(NM)","(NM)"
"15000","Hawaii","82","  Government","(NM)","(NM)","(NM)"
"15000","Hawaii","83","    Federal civilian","(NM)","(NM)","(NM)"
"15000","Hawaii","84","    Federal military","(NM)","(NM)","(NM)"
"15000","Hawaii","85","    State and local","(NM)","(NM)","(NM)"
"15000","Hawaii","86","Addenda:","","",""
"15000","Hawaii","86","Natural resources and mining","(NM)","(NM)","(NM)"
"15000","Hawaii","87","Trade","(NM)","(NM)","(NM)"
"15000","Hawaii","88","Transportation and utilities","(NM)","(NM)","(NM)"
"15000","Hawaii","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"15000","Hawaii","90","Private services-providing industries","(NM)","(NM)","(NM)"
"16000","Idaho","1","All industry total","(NM)","(NM)","(NM)"
"16000","Idaho","2","  Private industries","(NM)","(NM)","(NM)"
"16000","Idaho","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"16000","Idaho","4","      Farms","(NM)","(NM)","(NM)"
"16000","Idaho","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"16000","Idaho","6","    Mining","(NM)","(NM)","(NM)"
"16000","Idaho","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"16000","Idaho","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"16000","Idaho","9","      Support activities for mining","(NM)","(NM)","(NM)"
"16000","Idaho","10","    Utilities","(NM)","(NM)","(NM)"
"16000","Idaho","11","    Construction","(NM)","(NM)","(NM)"
"16000","Idaho","12","    Manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"16000","Idaho","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"16000","Idaho","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"16000","Idaho","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"16000","Idaho","34","    Wholesale trade","(NM)","(NM)","(NM)"
"16000","Idaho","35","    Retail trade","(NM)","(NM)","(NM)"
"16000","Idaho","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"16000","Idaho","37","      Air transportation","(NM)","(NM)","(NM)"
"16000","Idaho","38","      Rail transportation","(NM)","(NM)","(NM)"
"16000","Idaho","39","      Water transportation","(NM)","(NM)","(NM)"
"16000","Idaho","40","      Truck transportation","(NM)","(NM)","(NM)"
"16000","Idaho","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"16000","Idaho","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"16000","Idaho","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"16000","Idaho","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"16000","Idaho","45","    Information","(NM)","(NM)","(NM)"
"16000","Idaho","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"16000","Idaho","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"16000","Idaho","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"16000","Idaho","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"16000","Idaho","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"16000","Idaho","51","      Finance and insurance","(NM)","(NM)","(NM)"
"16000","Idaho","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"16000","Idaho","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"16000","Idaho","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"16000","Idaho","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"16000","Idaho","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"16000","Idaho","57","        Real estate","(NM)","(NM)","(NM)"
"16000","Idaho","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"16000","Idaho","59","    Professional and business services","(NM)","(NM)","(NM)"
"16000","Idaho","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"16000","Idaho","61","        Legal services","(NM)","(NM)","(NM)"
"16000","Idaho","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"16000","Idaho","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"16000","Idaho","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"16000","Idaho","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"16000","Idaho","66","        Administrative and support services","(NM)","(NM)","(NM)"
"16000","Idaho","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"16000","Idaho","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"16000","Idaho","69","      Educational services","(NM)","(NM)","(NM)"
"16000","Idaho","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"16000","Idaho","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"16000","Idaho","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"16000","Idaho","73","        Social assistance","(NM)","(NM)","(NM)"
"16000","Idaho","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"16000","Idaho","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"16000","Idaho","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"16000","Idaho","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"16000","Idaho","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"16000","Idaho","79","        Accommodation","(NM)","(NM)","(NM)"
"16000","Idaho","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"16000","Idaho","81","    Other services, except government","(NM)","(NM)","(NM)"
"16000","Idaho","82","  Government","(NM)","(NM)","(NM)"
"16000","Idaho","83","    Federal civilian","(NM)","(NM)","(NM)"
"16000","Idaho","84","    Federal military","(NM)","(NM)","(NM)"
"16000","Idaho","85","    State and local","(NM)","(NM)","(NM)"
"16000","Idaho","86","Addenda:","","",""
"16000","Idaho","86","Natural resources and mining","(NM)","(NM)","(NM)"
"16000","Idaho","87","Trade","(NM)","(NM)","(NM)"
"16000","Idaho","88","Transportation and utilities","(NM)","(NM)","(NM)"
"16000","Idaho","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"16000","Idaho","90","Private services-providing industries","(NM)","(NM)","(NM)"
"17000","Illinois","1","All industry total","(NM)","(NM)","(NM)"
"17000","Illinois","2","  Private industries","(NM)","(NM)","(NM)"
"17000","Illinois","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"17000","Illinois","4","      Farms","(NM)","(NM)","(NM)"
"17000","Illinois","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"17000","Illinois","6","    Mining","(NM)","(NM)","(NM)"
"17000","Illinois","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"17000","Illinois","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"17000","Illinois","9","      Support activities for mining","(NM)","(NM)","(NM)"
"17000","Illinois","10","    Utilities","(NM)","(NM)","(NM)"
"17000","Illinois","11","    Construction","(NM)","(NM)","(NM)"
"17000","Illinois","12","    Manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"17000","Illinois","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"17000","Illinois","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"17000","Illinois","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"17000","Illinois","34","    Wholesale trade","(NM)","(NM)","(NM)"
"17000","Illinois","35","    Retail trade","(NM)","(NM)","(NM)"
"17000","Illinois","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"17000","Illinois","37","      Air transportation","(NM)","(NM)","(NM)"
"17000","Illinois","38","      Rail transportation","(NM)","(NM)","(NM)"
"17000","Illinois","39","      Water transportation","(NM)","(NM)","(NM)"
"17000","Illinois","40","      Truck transportation","(NM)","(NM)","(NM)"
"17000","Illinois","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"17000","Illinois","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"17000","Illinois","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"17000","Illinois","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"17000","Illinois","45","    Information","(NM)","(NM)","(NM)"
"17000","Illinois","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"17000","Illinois","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"17000","Illinois","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"17000","Illinois","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"17000","Illinois","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"17000","Illinois","51","      Finance and insurance","(NM)","(NM)","(NM)"
"17000","Illinois","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"17000","Illinois","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"17000","Illinois","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"17000","Illinois","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"17000","Illinois","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"17000","Illinois","57","        Real estate","(NM)","(NM)","(NM)"
"17000","Illinois","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"17000","Illinois","59","    Professional and business services","(NM)","(NM)","(NM)"
"17000","Illinois","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"17000","Illinois","61","        Legal services","(NM)","(NM)","(NM)"
"17000","Illinois","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"17000","Illinois","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"17000","Illinois","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"17000","Illinois","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"17000","Illinois","66","        Administrative and support services","(NM)","(NM)","(NM)"
"17000","Illinois","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"17000","Illinois","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"17000","Illinois","69","      Educational services","(NM)","(NM)","(NM)"
"17000","Illinois","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"17000","Illinois","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"17000","Illinois","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"17000","Illinois","73","        Social assistance","(NM)","(NM)","(NM)"
"17000","Illinois","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"17000","Illinois","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"17000","Illinois","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"17000","Illinois","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"17000","Illinois","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"17000","Illinois","79","        Accommodation","(NM)","(NM)","(NM)"
"17000","Illinois","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"17000","Illinois","81","    Other services, except government","(NM)","(NM)","(NM)"
"17000","Illinois","82","  Government","(NM)","(NM)","(NM)"
"17000","Illinois","83","    Federal civilian","(NM)","(NM)","(NM)"
"17000","Illinois","84","    Federal military","(NM)","(NM)","(NM)"
"17000","Illinois","85","    State and local","(NM)","(NM)","(NM)"
"17000","Illinois","86","Addenda:","","",""
"17000","Illinois","86","Natural resources and mining","(NM)","(NM)","(NM)"
"17000","Illinois","87","Trade","(NM)","(NM)","(NM)"
"17000","Illinois","88","Transportation and utilities","(NM)","(NM)","(NM)"
"17000","Illinois","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"17000","Illinois","90","Private services-providing industries","(NM)","(NM)","(NM)"
"18000","Indiana","1","All industry total","(NM)","(NM)","(NM)"
"18000","Indiana","2","  Private industries","(NM)","(NM)","(NM)"
"18000","Indiana","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"18000","Indiana","4","      Farms","(NM)","(NM)","(NM)"
"18000","Indiana","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"18000","Indiana","6","    Mining","(NM)","(NM)","(NM)"
"18000","Indiana","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"18000","Indiana","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"18000","Indiana","9","      Support activities for mining","(NM)","(NM)","(NM)"
"18000","Indiana","10","    Utilities","(NM)","(NM)","(NM)"
"18000","Indiana","11","    Construction","(NM)","(NM)","(NM)"
"18000","Indiana","12","    Manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"18000","Indiana","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"18000","Indiana","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"18000","Indiana","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"18000","Indiana","34","    Wholesale trade","(NM)","(NM)","(NM)"
"18000","Indiana","35","    Retail trade","(NM)","(NM)","(NM)"
"18000","Indiana","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"18000","Indiana","37","      Air transportation","(NM)","(NM)","(NM)"
"18000","Indiana","38","      Rail transportation","(NM)","(NM)","(NM)"
"18000","Indiana","39","      Water transportation","(NM)","(NM)","(NM)"
"18000","Indiana","40","      Truck transportation","(NM)","(NM)","(NM)"
"18000","Indiana","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"18000","Indiana","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"18000","Indiana","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"18000","Indiana","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"18000","Indiana","45","    Information","(NM)","(NM)","(NM)"
"18000","Indiana","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"18000","Indiana","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"18000","Indiana","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"18000","Indiana","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"18000","Indiana","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"18000","Indiana","51","      Finance and insurance","(NM)","(NM)","(NM)"
"18000","Indiana","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"18000","Indiana","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"18000","Indiana","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"18000","Indiana","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"18000","Indiana","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"18000","Indiana","57","        Real estate","(NM)","(NM)","(NM)"
"18000","Indiana","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"18000","Indiana","59","    Professional and business services","(NM)","(NM)","(NM)"
"18000","Indiana","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"18000","Indiana","61","        Legal services","(NM)","(NM)","(NM)"
"18000","Indiana","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"18000","Indiana","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"18000","Indiana","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"18000","Indiana","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"18000","Indiana","66","        Administrative and support services","(NM)","(NM)","(NM)"
"18000","Indiana","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"18000","Indiana","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"18000","Indiana","69","      Educational services","(NM)","(NM)","(NM)"
"18000","Indiana","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"18000","Indiana","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"18000","Indiana","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"18000","Indiana","73","        Social assistance","(NM)","(NM)","(NM)"
"18000","Indiana","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"18000","Indiana","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"18000","Indiana","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"18000","Indiana","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"18000","Indiana","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"18000","Indiana","79","        Accommodation","(NM)","(NM)","(NM)"
